ee48c172-dd00-473b-b40c-0e4b5c6fe4e4,38bbaab9-0ebf-42ea-9a33-b5930489235d,0,0,1e-14,20,2,f,0,f,0,0,0
47c03c8d-8d3c-42ef-a799-e6f22a0707c9,c7e8ed51-fb78-4977-845c-4a86cea760c4,0,0,1e-14,0,2,t,0,f,0,0,1
0b81de2f-86ae-499f-9ad7-0a56c671738f,e311e6b0-9995-4e6a-ba62-fce5d3866e91,0,0,1e-14,20,2,f,0,f,0,0,0
cb9553c1-47e4-4bd6-a3ab-72e8ade4643d,11b444cf-ecb5-40e6-8627-5c8991ef604a,0,0,1e-14,0,2,t,0,f,0,0,1
a6ab22ed-6e35-49df-8262-2c08c3cc1f20,ac80c291-cce9-4ab4-8e42-11fa9168997c,0,0,1e-14,0,2,t,0,f,0,0,1
1eaf2619-09cc-4cd4-8859-56f218d83738,9a0ce609-96fb-4db3-bd10-a274e278122d,0,0,1e-14,20,2,f,0,f,0,0,0
444832d2-bc3a-4398-8839-6e52533ef1cd,2429af8b-8aac-47cb-ba12-82ce759ebad5,0,0,1e-14,0,2,t,0,f,0,0,1
c456c4d6-1737-4283-b688-505ab265f203,809b3e86-3d11-4ac6-92db-330870d1b556,0,0,1e-14,20,2,f,0,f,0,0,0
cd085e66-52a8-4f06-a2fd-3a9d60848f76,9c519516-0931-420a-ad3b-5c41bc162b15,0,0,1e-14,0,2,t,0,f,0,0,1
35a65efe-b6a2-4f53-8c27-7126149ae9cb,342afa15-245a-45b1-a7f2-bbe2e96faa26,0,0,1e-14,0,2,t,0,f,0,0,1
02b00ae7-b402-42c0-8db5-023d9513c879,61cc7759-f186-4898-8f20-98a8d1d5a1c5,0,0,1e-14,20,2,f,0,f,0,0,0
ff5ff44b-4c4f-482c-948a-39ac859f9ee0,37b499a4-9b53-45e7-a7a7-9b839c4cc285,0,0,1e-14,20,2,f,0,f,0,0,0
3815c970-4976-4321-be82-7da1c661664c,16a34644-415e-4750-9f63-9488e11928c4,0,0,1e-14,20,2,f,0,f,0,0,0
83859ecb-9deb-452c-b1f1-d93375b21818,43fdc9aa-4a19-4888-988d-03ac18a5cf8c,0,0,1e-14,20,2,f,0,f,0,0,0
6fa43de2-e5f6-4cec-bdbc-27de06bde978,59a6bcb0-ce1c-4463-82a4-fb2ce52c2850,0,0,1e-14,20,2,f,0,f,0,0,0
